PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29716260","Better-ear glimpsing with symmetrically-placed interferers in bilateral cochlear implant users","Hu H, Dietz M, Williges B, Ewert SD.","J Acoust Soc Am. 2018 Apr;143(4):2128. doi: 10.1121/1.5030918.","Hu H","J Acoust Soc Am","2018","2018/05/03","","","10.1121/1.5030918"
"31067936","A deep learning algorithm to increase intelligibility for hearing-impaired listeners in the presence of a competing talker and reverberation","Healy EW, Delfarah M, Johnson EM, Wang D.","J Acoust Soc Am. 2019 Mar;145(3):1378. doi: 10.1121/1.5093547.","Healy EW","J Acoust Soc Am","2019","2019/05/10","PMC6420339","","10.1121/1.5093547"
"28282143","Proteome Analysis of Human Perilymph Using an Intraoperative Sampling Method","Schmitt HA, Pich A, Schröder A, Scheper V, Lilli G, Reuter G, Lenarz T.","J Proteome Res. 2017 May 5;16(5):1911-1923. doi: 10.1021/acs.jproteome.6b00986. Epub 2017 Apr 13.","Schmitt HA","J Proteome Res","2017","2017/03/11","","","10.1021/acs.jproteome.6b00986"
"27837052","Individual Differences in Auditory Brainstem Response Wave Characteristics: Relations to Different Aspects of Peripheral Hearing Loss","Verhulst S, Jagadeesh A, Mauermann M, Ernst F.","Trends Hear. 2016 Nov 11;20:2331216516672186. doi: 10.1177/2331216516672186.","Verhulst S","Trends Hear","2016","2016/11/13","PMC5117250","","10.1177/2331216516672186"
"34241481","An effectively causal deep learning algorithm to increase intelligibility in untrained noises for hearing-impaired listeners","Healy EW, Tan K, Johnson EM, Wang D.","J Acoust Soc Am. 2021 Jun;149(6):3943. doi: 10.1121/10.0005089.","Healy EW","J Acoust Soc Am","2021","2021/07/09","PMC8186949","","10.1121/10.0005089"
"34617886","Cross-Modal Cortical Activity in the Brain Can Predict Cochlear Implantation Outcome in Adults: A Machine Learning Study","Kyong JS, Suh MW, Han JJ, Park MK, Noh TS, Oh SH, Lee JH.","J Int Adv Otol. 2021 Sep;17(5):380-386. doi: 10.5152/iao.2021.9337.","Kyong JS","J Int Adv Otol","2021","2021/10/07","PMC8975390","","10.5152/iao.2021.9337"
"35150464","The effects of noise-induced hair cell lesions on cochlear electromechanical responses: A computational approach using a biophysical model","Saremi A, Stenfelt S.","Int J Numer Method Biomed Eng. 2022 May;38(5):e3582. doi: 10.1002/cnm.3582. Epub 2022 Feb 21.","Saremi A","Int J Numer Method Biomed Eng","2022","2022/02/12","PMC9286811","","10.1002/cnm.3582"
"27598985","Modifications of the MUlti stimulus test with Hidden Reference and Anchor (MUSHRA) for use in audiology","Völker C, Bisitz T, Huber R, Kollmeier B, Ernst SMA.","Int J Audiol. 2018 Jun;57(sup3):S92-S104. doi: 10.1080/14992027.2016.1220680. Epub 2016 Sep 6.","Völker C","Int J Audiol","2018","2016/09/07","","","10.1080/14992027.2016.1220680"
"30909815","Monitoring of the Inner Ear Function During and After Cochlear Implant Insertion Using Electrocochleography","Haumann S, Imsiecke M, Bauernfeind G, Büchner A, Helmstaedter V, Lenarz T, Salcher RB.","Trends Hear. 2019 Jan-Dec;23:2331216519833567. doi: 10.1177/2331216519833567.","Haumann S","Trends Hear","2019","2019/03/27","PMC6435875","","10.1177/2331216519833567"
"28942716","Analysis of compressive properties of the BioAid hearing aid algorithm","Clark NR, Lecluyse W, Jürgens T.","Int J Audiol. 2018 Jun;57(sup3):S130-S138. doi: 10.1080/14992027.2017.1378931. Epub 2017 Sep 25.","Clark NR","Int J Audiol","2018","2017/09/26","","","10.1080/14992027.2017.1378931"
"20054279","Slight-mild sensorineural hearing loss in children: audiometric, clinical, and risk factor profiles","Cone BK, Wake M, Tobin S, Poulakis Z, Rickards FW.","Ear Hear. 2010 Apr;31(2):202-12. doi: 10.1097/AUD.0b013e3181c62263.","Cone BK","Ear Hear","2010","2010/01/08","","","10.1097/AUD.0b013e3181c62263"
"30657453","Cellular cartography of the organ of Corti based on optical tissue clearing and machine learning","Urata S, Iida T, Yamamoto M, Mizushima Y, Fujimoto C, Matsumoto Y, Yamasoba T, Okabe S.","Elife. 2019 Jan 18;8:e40946. doi: 10.7554/eLife.40946.","Urata S","Elife","2019","2019/01/19","PMC6338463","","10.7554/eLife.40946"
"27250154","Large-scale training to increase speech intelligibility for hearing-impaired listeners in novel noises","Chen J, Wang Y, Yoho SE, Wang D, Healy EW.","J Acoust Soc Am. 2016 May;139(5):2604. doi: 10.1121/1.4948445.","Chen J","J Acoust Soc Am","2016","2016/06/03","PMC5392064","","10.1121/1.4948445"
"25669257","Integrating cognitive and peripheral factors in predicting hearing-aid processing effectiveness","Kates JM, Arehart KH, Souza PE.","J Acoust Soc Am. 2013 Dec;134(6):4458. doi: 10.1121/1.4824700.","Kates JM","J Acoust Soc Am","2013","2015/02/12","PMC3874061","","10.1121/1.4824700"
"28635507","Cochlear implant effectiveness in postlingual single-sided deaf individuals: what's the point?","Finke M, Bönitz H, Lyxell B, Illg A.","Int J Audiol. 2017 Jun;56(6):417-423. doi: 10.1080/14992027.2017.1296595. Epub 2017 Mar 5.","Finke M","Int J Audiol","2017","2017/06/22","","","10.1080/14992027.2017.1296595"
"38139069","Predicting the Impact of OTOF Gene Missense Variants on Auditory Neuropathy Spectrum Disorder","Dmitriev DA, Shilov BV, Polunin MM, Zadorozhny AD, Lagunin AA.","Int J Mol Sci. 2023 Dec 7;24(24):17240. doi: 10.3390/ijms242417240.","Dmitriev DA","Int J Mol Sci","2023","2023/12/23","PMC10743402","","10.3390/ijms242417240"
"33994529","Transplantation of adipose-derived stromal cells protects functional and morphological auditory nerve integrity in a model of cochlear implantation","Radeloff A, Nada N, El Mahallawi T, Kolkaila E, Vollmer M, Rak K, Hagen R, Schendzielorz P.","Neuroreport. 2021 Jun 9;32(9):776-782. doi: 10.1097/WNR.0000000000001651.","Radeloff A","Neuroreport","2021","2021/05/17","","","10.1097/WNR.0000000000001651"
"30022731","Adjusting Expectations: Hearing Abilities in a Population-Based Sample Using an SSQ Short Form","von Gablenz P, Otto-Sobotka F, Holube I.","Trends Hear. 2018 Jan-Dec;22:2331216518784837. doi: 10.1177/2331216518784837.","von Gablenz P","Trends Hear","2018","2018/07/20","PMC6053860","","10.1177/2331216518784837"
"15139632","Noise-induced hair-cell loss and total exposure energy: analysis of a large data set","Harding GW, Bohne BA.","J Acoust Soc Am. 2004 May;115(5 Pt 1):2207-20. doi: 10.1121/1.1689961.","Harding GW","J Acoust Soc Am","2004","2004/05/14","","","10.1121/1.1689961"
"31158267","Predicting cochlear dead regions in patients with hearing loss through a machine learning-based approach: A preliminary study","Chang YS, Park H, Hong SH, Chung WH, Cho YS, Moon IJ.","PLoS One. 2019 Jun 3;14(6):e0217790. doi: 10.1371/journal.pone.0217790. eCollection 2019.","Chang YS","PLoS One","2019","2019/06/04","PMC6546232","","10.1371/journal.pone.0217790"
"28860610","Association of leukocyte telomere length and the risk of age-related hearing impairment in Chinese Hans","Liu H, Luo H, Yang T, Wu H, Chen D.","Sci Rep. 2017 Aug 31;7(1):10106. doi: 10.1038/s41598-017-10680-9.","Liu H","Sci Rep","2017","2017/09/02","PMC5578975","","10.1038/s41598-017-10680-9"
"21941050","Prevalence of hearing impairement in the district of Lucknow, India","Mishra A, Verma V, Shukla GK, Mishra SC, Dwivedi R.","Indian J Public Health. 2011 Apr-Jun;55(2):132-4. doi: 10.4103/0019-557X.85251.","Mishra A","Indian J Public Health","2011","2011/09/24","","","10.4103/0019-557X.85251"
"32895034","Can You Hear Out the Melody? Testing Musical Scene Perception in Young Normal-Hearing and Older Hearing-Impaired Listeners","Siedenburg K, Röttges S, Wagener KC, Hohmann V.","Trends Hear. 2020 Jan-Dec;24:2331216520945826. doi: 10.1177/2331216520945826.","Siedenburg K","Trends Hear","2020","2020/09/08","PMC7502688","","10.1177/2331216520945826"
"34348289","Prenatal Exposure to Tobacco and Alcohol Alters Development of the Neonatal Auditory System","Sininger YS, Condon CG, Gimenez LA, Shuffrey LC, Myers MM, Elliott AJ, Thai T, Nugent JD, Pini N, Sania A, Odendaal HJ, Angal J, Tobacco D, Hoffman HJ, Simmons DD, Fifer WP.","Dev Neurosci. 2021;43(6):358-375. doi: 10.1159/000518130. Epub 2021 Jul 19.","Sininger YS","Dev Neurosci","2021","2021/08/04","","","10.1159/000518130"
"18794839","Speech motor learning in profoundly deaf adults","Nasir SM, Ostry DJ.","Nat Neurosci. 2008 Oct;11(10):1217-22. doi: 10.1038/nn.2193. Epub 2008 Sep 14.","Nasir SM","Nat Neurosci","2008","2008/09/17","PMC2601702","NIHMS67369","10.1038/nn.2193"
"33459099","Self-reported hearing handicap in adults aged 55 to 81 years is modulated by hearing abilities, frailty, mental health, and willingness to use hearing aids","Nuesse T, Schlueter A, Lemke U, Holube I.","Int J Audiol. 2021;60(sup2):71-79. doi: 10.1080/14992027.2020.1858237. Epub 2021 Jan 17.","Nuesse T","Int J Audiol","2021","2021/01/18","","","10.1080/14992027.2020.1858237"
"34758398","Age-related changes in event related potentials, steady state responses and temporal processing in the auditory cortex of mice with severe or mild hearing loss","Rumschlag JA, Razak KA.","Hear Res. 2021 Dec;412:108380. doi: 10.1016/j.heares.2021.108380. Epub 2021 Oct 23.","Rumschlag JA","Hear Res","2021","2021/11/10","","","10.1016/j.heares.2021.108380"
"19070604","Age-related hearing loss: aquaporin 4 gene expression changes in the mouse cochlea and auditory midbrain","Christensen N, D'Souza M, Zhu X, Frisina RD.","Brain Res. 2009 Feb 9;1253:27-34. doi: 10.1016/j.brainres.2008.11.070. Epub 2008 Dec 3.","Christensen N","Brain Res","2009","2008/12/17","PMC2670229","NIHMS98108","10.1016/j.brainres.2008.11.070"
"30741914","Individual Hearing Preservation Cochlear Implantation Using the Concept of Partial Insertion","Lenarz T, Timm ME, Salcher R, Büchner A.","Otol Neurotol. 2019 Mar;40(3):e326-e335. doi: 10.1097/MAO.0000000000002127.","Lenarz T","Otol Neurotol","2019","2019/02/12","","","10.1097/MAO.0000000000002127"
"27475138","Interactions between amplitude modulation and frequency modulation processing: Effects of age and hearing loss","Paraouty N, Ewert SD, Wallaert N, Lorenzi C.","J Acoust Soc Am. 2016 Jul;140(1):121. doi: 10.1121/1.4955078.","Paraouty N","J Acoust Soc Am","2016","2016/08/01","","","10.1121/1.4955078"
"26721920","Comparing Binaural Pre-processing Strategies I: Instrumental Evaluation","Baumgärtel RM, Krawczyk-Becker M, Marquardt D, Völker C, Hu H, Herzke T, Coleman G, Adiloğlu K, Ernst SM, Gerkmann T, Doclo S, Kollmeier B, Hohmann V, Dietz M.","Trends Hear. 2015 Dec 30;19:2331216515617916. doi: 10.1177/2331216515617916.","Baumgärtel RM","Trends Hear","2015","2016/01/02","PMC4771044","","10.1177/2331216515617916"
"38548750","Improved tactile speech robustness to background noise with a dual-path recurrent neural network noise-reduction method","Fletcher MD, Perry SW, Thoidis I, Verschuur CA, Goehring T.","Sci Rep. 2024 Mar 28;14(1):7357. doi: 10.1038/s41598-024-57312-7.","Fletcher MD","Sci Rep","2024","2024/03/29","PMC10978864","","10.1038/s41598-024-57312-7"
"31306930","Applicability of subcortical EEG metrics of synaptopathy to older listeners with impaired audiograms","Garrett M, Verhulst S.","Hear Res. 2019 Sep 1;380:150-165. doi: 10.1016/j.heares.2019.07.001. Epub 2019 Jul 2.","Garrett M","Hear Res","2019","2019/07/16","","","10.1016/j.heares.2019.07.001"
"32403093","Auditory attention tracking states in a cocktail party environment can be decoded by deep convolutional neural networks","Tian Y, Ma L.","J Neural Eng. 2020 Jun 12;17(3):036013. doi: 10.1088/1741-2552/ab92b2.","Tian Y","J Neural Eng","2020","2020/05/14","","","10.1088/1741-2552/ab92b2"
"26607156","A software tool for pure‑tone audiometry. Classification of audiograms for inclusion of patients in clinical trials. English version","Rahne T, Buthut F, Plößl S, Plontke SK.","HNO. 2016 Mar;64 Suppl 1:S1-6. doi: 10.1007/s00106-015-0089-3.","Rahne T","HNO","2016","2015/11/27","PMC4819485","","10.1007/s00106-015-0089-3"
"17956777","Neural network models of tinnitus","Husain FT.","Prog Brain Res. 2007;166:125-40. doi: 10.1016/S0079-6123(07)66011-7.","Husain FT","Prog Brain Res","2007","2007/10/25","","","10.1016/S0079-6123(07)66011-7"
"26819766","Cross-Modal Functional Reorganization of Visual and Auditory Cortex in Adult Cochlear Implant Users Identified with fNIRS","Chen LC, Sandmann P, Thorne JD, Bleichner MG, Debener S.","Neural Plast. 2016;2016:4382656. doi: 10.1155/2016/4382656. Epub 2015 Dec 27.","Chen LC","Neural Plast","2016","2016/01/29","PMC4706950","","10.1155/2016/4382656"
"30106855","Direct Acoustic Cochlear Implants Lead to an Improved Speech Perception Gap Compared to Conventional Hearing Aid","Maier H, Lenarz T, Dolležal LV, Busch S.","Otol Neurotol. 2018 Oct;39(9):1147-1152. doi: 10.1097/MAO.0000000000001954.","Maier H","Otol Neurotol","2018","2018/08/15","","","10.1097/MAO.0000000000001954"
"32007992","Hearing Aid Treatment for Patients with Mixed Hearing Loss. Part II: Speech Recognition in Comparison to Direct Acoustic Cochlear Stimulation","Wardenga N, Snik AFM, Kludt E, Waldmann B, Lenarz T, Maier H.","Audiol Neurootol. 2020;25(3):133-142. doi: 10.1159/000504285. Epub 2020 Jan 31.","Wardenga N","Audiol Neurootol","2020","2020/02/03","PMC7265759","","10.1159/000504285"
"33682754","A method for enhancing speech and warning signals based on parallel convolutional neural networks in a noisy environment","Kang HL, Na SD, Kim MN.","Technol Health Care. 2021;29(S1):141-152. doi: 10.3233/THC-218015.","Kang HL","Technol Health Care","2021","2021/03/08","PMC8150607","","10.3233/THC-218015"
"24001172","Typical consonant cluster acquisition in auditory-verbal children with early-identified severe/profound hearing loss","Fulcher A, Baker E, Purcell A, Munro N.","Int J Speech Lang Pathol. 2014 Feb;16(1):69-81. doi: 10.3109/17549507.2013.808698. Epub 2013 Sep 3.","Fulcher A","Int J Speech Lang Pathol","2014","2013/09/05","","","10.3109/17549507.2013.808698"
"33142106","Factors influencing classification of frequency following responses to speech and music stimuli","Losorelli S, Kaneshiro B, Musacchia GA, Blevins NH, Fitzgerald MB.","Hear Res. 2020 Dec;398:108101. doi: 10.1016/j.heares.2020.108101. Epub 2020 Oct 22.","Losorelli S","Hear Res","2020","2020/11/03","","","10.1016/j.heares.2020.108101"
"28395561","Acoustic and perceptual effects of magnifying interaural difference cues in a simulated ""binaural"" hearing aid","de Taillez T, Grimm G, Kollmeier B, Neher T.","Int J Audiol. 2018 Jun;57(sup3):S81-S91. doi: 10.1080/14992027.2017.1308564. Epub 2017 Apr 10.","de Taillez T","Int J Audiol","2018","2017/04/12","","","10.1080/14992027.2017.1308564"
"16426780","Mapping quantitative trait loci for hearing loss in Black Swiss mice","Drayton M, Noben-Trauth K.","Hear Res. 2006 Feb;212(1-2):128-39. doi: 10.1016/j.heares.2005.11.006. Epub 2006 Jan 19.","Drayton M","Hear Res","2006","2006/01/24","","","10.1016/j.heares.2005.11.006"
"26775182","A neural-based vocoder implementation for evaluating cochlear implant coding strategies","El Boghdady N, Kegel A, Lai WK, Dillier N.","Hear Res. 2016 Mar;333:136-149. doi: 10.1016/j.heares.2016.01.005. Epub 2016 Jan 14.","El Boghdady N","Hear Res","2016","2016/01/18","","","10.1016/j.heares.2016.01.005"
"11335078","Genetic basis for susceptibility to noise-induced hearing loss in mice","Davis RR, Newlander JK, Ling X, Cortopassi GA, Krieg EF, Erway LC.","Hear Res. 2001 May;155(1-2):82-90. doi: 10.1016/s0378-5955(01)00250-7.","Davis RR","Hear Res","2001","2001/05/04","","","10.1016/s0378-5955(01)00250-7"
"30969909","How do Hearing Aid Owners Acquire Hearing Aid Management Skills?","Bennett RJ, Meyer CJ, Eikelboom RH.","J Am Acad Audiol. 2019 Jun;30(6):516-532. doi: 10.3766/jaaa.17129. Epub 2019 Mar 7.","Bennett RJ","J Am Acad Audiol","2019","2019/04/11","","","10.3766/jaaa.17129"
"33844051","Rebuttal to: Neuroanatomical changes associated with age-related hearing loss and listening effort","Rosemann S, Thiel C.","Brain Struct Funct. 2021 Jun;226(5):1387-1388. doi: 10.1007/s00429-021-02263-2. Epub 2021 Apr 12.","Rosemann S","Brain Struct Funct","2021","2021/04/12","PMC8096735","","10.1007/s00429-021-02263-2"
"31719164","Temporal Coding of Single Auditory Nerve Fibers Is Not Degraded in Aging Gerbils","Heeringa AN, Zhang L, Ashida G, Beutelmann R, Steenken F, Köppl C.","J Neurosci. 2020 Jan 8;40(2):343-354. doi: 10.1523/JNEUROSCI.2784-18.2019. Epub 2019 Nov 12.","Heeringa AN","J Neurosci","2020","2019/11/14","PMC6948943","","10.1523/JNEUROSCI.2784-18.2019"
"26258575","Fast, Continuous Audiogram Estimation Using Machine Learning","Song XD, Wallace BM, Gardner JR, Ledbetter NM, Weinberger KQ, Barbour DL.","Ear Hear. 2015 Nov-Dec;36(6):e326-35. doi: 10.1097/AUD.0000000000000186.","Song XD","Ear Hear","2015","2015/08/11","PMC4709018","NIHMS749005","10.1097/AUD.0000000000000186"
"26878163","Predicting three-month and 12-month post-fitting real-world hearing-aid outcome using pre-fitting acceptable noise level (ANL)","Wu YH, Ho HC, Hsiao SH, Brummet RB, Chipara O.","Int J Audiol. 2016;55(5):285-94. doi: 10.3109/14992027.2015.1120892. Epub 2016 Feb 15.","Wu YH","Int J Audiol","2016","2016/02/16","PMC4823154","NIHMS761771","10.3109/14992027.2015.1120892"
"17186850","Prevalence of unilateral and bilateral deafness in border collies and association with phenotype","Platt S, Freeman J, di Stefani A, Wieczorek L, Henley W.","J Vet Intern Med. 2006 Nov-Dec;20(6):1355-62. doi: 10.1892/0891-6640(2006)20[1355:pouabd]2.0.co;2.","Platt S","J Vet Intern Med","2006","2006/12/26","","","10.1892/0891-6640(2006)20[1355:pouabd]2.0.co;2"
"26471198","Thin-film micro-electrode stimulation of the cochlea in rats exposed to aminoglycoside induced hearing loss","Allitt BJ, Harris AR, Morgan SJ, Clark GM, Paolini AG.","Hear Res. 2016 Jan;331:13-26. doi: 10.1016/j.heares.2015.10.003. Epub 2015 Oct 22.","Allitt BJ","Hear Res","2016","2015/10/17","","","10.1016/j.heares.2015.10.003"
